,action_code,action_code_full,amendment_indicator,amendment_number,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_state,candidate_party,candidate_prefix,candidate_suffix,category_code,category_code_full,committee_id,conduit_committee_city,conduit_committee_id,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,disbursement_dt,dissemination_date,election_type,election_type_full,expenditure_amount,expenditure_date,expenditure_description,file_number,filer_first_name,filer_last_name,filer_middle_name,filer_prefix,filer_suffix,filing_date,filing_form,form_line_number,image_number,independent_sign_date,independent_sign_name,is_notice,line_number,link_id,memo_code,memo_code_full,memo_text,memoed_subtotal,most_recent,notary_commission_expiration_date,notary_sign_date,notary_sign_name,office_total_ytd,original_sub_id,payee_city,payee_first_name,payee_last_name,payee_middle_name,payee_name,payee_prefix,payee_state,payee_street_1,payee_street_2,payee_suffix,payee_zip,pdf_url,previous_file_number,report_type,report_year,schedule_type,schedule_type_full,sub_id,support_oppose_indicator,transaction_id,committee
10,A,ADD,N,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00827584,,C00827584,,,,,,,2022-11-07,G2022,,23000.0,2022-11-27 00:00:00,ADS,1671804,DANIEL,WHOLIHAN,,,,2022-12-09,F3X,F3X-24,202212099557515001,2022-12-08,"WHOLIHAN, DANIEL",False,24,4120920221633755540,,,,False,True,,,,24500.0,,FLINT,,,,WINNING STRATEGIES,,MI,3805 LORRAINE AVE,,,48506,https://docquery.fec.gov/cgi-bin/fecimg/?202212099557515001,1671804,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011220231690627907,S,SE.4125,EVERY JOB IS ESSENTIAL PAC
11,A,ADD,N,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00827584,,C00827584,,,,,,,2022-11-07,G2022,,1500.0,2022-11-21 00:00:00,PRODUCTION,1671804,DANIEL,WHOLIHAN,,,,2022-12-09,F3X,F3X-24,202212099557515001,2022-12-08,"WHOLIHAN, DANIEL",False,24,4120920221633755540,,,,False,True,,,,1500.0,,FLINT,,,,WINNING STRATEGIES,,MI,3805 LORRAINE AVE,,,48506,https://docquery.fec.gov/cgi-bin/fecimg/?202212099557515001,1671804,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011220231690627906,S,SE.4113,EVERY JOB IS ESSENTIAL PAC
12,A,ADD,N,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00771139,,C00771139,,,,,,,2022-11-08,G2022,,2.07,2022-11-11 00:00:00,EMAIL,1666204,SIDNEY,POWELL,,,,2022-12-07,F3X,F3X-24,202212079547209629,2022-12-07,"POWELL, SIDNEY",False,24,4120720221633442284,X,,,True,True,,,,2.07,,DAYTON,,,,JANGOMAIL,,OH,8087 WASHINGTON VILLAGE DR.,,,45458,https://docquery.fec.gov/cgi-bin/fecimg/?202212079547209629,1666204,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4121420221636549580,S,SE.21505,DEFENDING THE REPUBLIC PAC INC.
13,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00817122,,C00817122,,,,,,,2022-11-04,G2022,,1755.12,2022-11-03 00:00:00,ROBO CALLS AND TEXT MESSAGES,1705059,JOHN,VELLECO,,,,2023-05-19,F3X,F3X-24,202305199581560811,2023-05-19,"VELLECO, JOHN",False,24,4051920231747825158,,,,False,True,,,,25932.21,,PRINCETON,,,,VOTORIOUS LLC,,WV,P.O. BOX 998,,,24740,https://docquery.fec.gov/cgi-bin/fecimg/?202305199581560811,1669039,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4052020231747959117,S,SE.5605,GOA VICTORY FUND
14,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00817122,,C00817122,,,,,,,2022-11-04,G2022,,1200.0,2022-11-03 00:00:00,VIDEO PRODUCTION,1705059,JOHN,VELLECO,,,,2023-05-19,F3X,F3X-24,202305199581560799,2023-05-19,"VELLECO, JOHN",False,24,4051920231747825158,,,,False,True,,,,32132.21,,CHARLES TOWN,,,,SOUNDER & KEY,,WV,544 BROOKE STREET,,,25414,https://docquery.fec.gov/cgi-bin/fecimg/?202305199581560799,1669039,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4052020231747959092,S,SE.5665,GOA VICTORY FUND
15,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00817122,,C00817122,,,,,,,2022-11-04,G2022,,5000.0,2022-11-03 00:00:00,TV ADS DISTRIBUTION,1705059,JOHN,VELLECO,,,,2023-05-19,F3X,F3X-24,202305199581560756,2023-05-19,"VELLECO, JOHN",False,24,4051920231747825158,,,,False,True,,,,30932.21,,GREENSBORO,,,,"AUDACY OPERATIONS, INC._",,NC,7819 NATIONAL SERVICE ROAD,SUITE 401,,27409,https://docquery.fec.gov/cgi-bin/fecimg/?202305199581560756,1669039,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4052020231747959007,S,SE.5664,GOA VICTORY FUND
16,A,ADD,N,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,11.0,Political Contributions,C00749317,,C00749317,,,,,,,2022-10-29,G2022,,68.68,2022-11-02 00:00:00,NEWSPAPER AD,1667363,JACQUELINE,MEDEMA,,,,2022-12-08,F3X,F3X-24,202212089547387959,2022-12-08,"MEDEMA, JACQUELINE",False,24,4120820221633584250,,,,False,True,,,,214.12,,BIG RAPIDS,,,,MIDLAND DAILY NEWS,,MI,115 N. MICHIGAN AVE,,,49307,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547387959,1667363,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4122020221638533025,S,SE.4682,MIDLAND COUNTY REPUBLICAN COMMITTEE - FEDERAL
17,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00817122,,C00817122,,,,,,,2022-11-04,G2022,,83.89,2022-10-29 00:00:00,LIST RENTAL,1705059,JOHN,VELLECO,,,,2023-05-19,F3X,F3X-24,202305199581560769,2023-05-19,"VELLECO, JOHN",False,24,4051920231747825158,,,,False,True,,,,24177.09,,ARLINGTON,,,,I360 LLC,,VA,2300 CLARENDON BLVD,SUITE 800,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202305199581560769,1669039,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4052020231747959033,S,SE.5607,GOA VICTORY FUND
18,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00053553,,C00726687,,,,,,,2022-10-03,G2022,,191.81,2022-10-27 00:00:00,IE - ENDORSEMENT POSTCARDS,1695148,CHRISTINA M.,MAJORS,,,,2023-03-27,F3X,F3X-24,202303279579680894,2023-03-27,"MAJORS, CHRISTINA M.",False,24,4032720231738221012,,,,False,True,,,,7139.83,,FREDERICK,,,,PROLIST INC.,,MD,"4510 BUCKEYSTOWN PIKE, SUITE M",,,217047539,https://docquery.fec.gov/cgi-bin/fecimg/?202303279579680894,1669050,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032820231738255116,S,86424598,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
19,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00817122,,C00817122,,,,,,,2022-10-27,G2022,,2500.0,2022-10-26 00:00:00,FACEBOOK ADS,1705059,JOHN,VELLECO,,,,2023-05-19,F3X,F3X-24,202305199581560789,2023-05-19,"VELLECO, JOHN",False,24,4051920231747825158,,,,False,True,,,,24093.2,,MENLO PARK,,,,META,,CA,1 HACKER WAY,,,94025,https://docquery.fec.gov/cgi-bin/fecimg/?202305199581560789,1669039,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4052020231747959072,S,SE.5571,GOA VICTORY FUND
20,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00053553,,C00726687,,,,,,,2022-10-18,G2022,,714.36,2022-10-19 00:00:00,IE - P2P TEXTING,1695146,CHRISTINA M.,MAJORS,,,,2023-03-27,F3X,F3X-24,202303279579679933,2023-03-27,"MAJORS, CHRISTINA M.",False,24,4032720231738221011,,,,False,True,,,,6948.02,,CHICAGO,,,,"I360, LLC",,IL,29374 NETWORK PLACE,,,606731293,https://docquery.fec.gov/cgi-bin/fecimg/?202303279579679933,1687818,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032920231738287157,S,86378834,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
21,A,ADD,N,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00509893,,C00509893,,,,,,,2022-10-22,G2022,,10082.86,2022-10-17 00:00:00,IE-JUNGE-DIRECT MAIL,1651262,WAYNE,COCKFIELD,,,,2022-10-27,F3X,F3X-24,202210279541718218,2022-10-27,"COCKFIELD, WAYNE",False,24,4102720221592347207,,,,False,True,,,,10082.86,,INDIANAPOLIS,,,,PRINTING PARTNERS,,IN,929 WEST 16TH ST.,,,46202,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541718218,1651262,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849135,S,SE.68169,NATIONAL RIGHT TO LIFE VICTORY FUND
22,A,ADD,N,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00509893,,C00509893,,,,,,,2022-10-22,G2022,,10082.86,2022-10-17 00:00:00,IE-JUNGE-DIRECT MAIL,1647597,WAYNE,COCKFIELD,,,,2022-10-23,F24,F24-24,202210239541501497,2022-10-23,"COCKFIELD, WAYNE",True,24,4102420221590569001,,,,False,True,,,,10082.86,,INDIANAPOLIS,,,,PRINTING PARTNERS,,IN,929 WEST 16TH ST.,,,46202,https://docquery.fec.gov/cgi-bin/fecimg/?202210239541501497,1647597,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102420221590870033,S,SE.68177,NATIONAL RIGHT TO LIFE VICTORY FUND
23,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00817122,,C00817122,,,,,,,2022-10-17,G2022,,21593.2,2022-10-17 00:00:00,DIGITAL ADVERTISING,1669021,JOHN,VELLECO,,,,2022-12-08,F3X,F3X-24,202212089547626238,2022-12-08,"VELLECO, JOHN",False,24,4120820221633585625,,,,False,True,,,,21593.2,,LAS VEGAS,,,,MCSHANE LLC,,NV,6950 OBANNON DRIVE,SUITE 100,,89117,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547626238,1654142,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011320231698149037,S,SE.5498,GOA VICTORY FUND
24,A,ADD,N,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,11.0,Political Contributions,C00749317,,C00749317,,,,,,,2022-10-18,G2022,,145.44,2022-10-14 00:00:00,DIGITAL ADS,1650272,JACQUELINE,MEDEMA,,,,2022-10-26,F3X,F3X-24,202210269541667184,2022-10-26,"MEDEMA, JACQUELINE",False,24,4102620221591747432,,,,False,True,,,,145.44,,SALT LAKE CITY,,,,ARENA LLC,,UT,"1260 STRINGHAM AVE, #350",,,84106,https://docquery.fec.gov/cgi-bin/fecimg/?202210269541667184,1650272,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4120120221632528514,S,SE.4633,MIDLAND COUNTY REPUBLICAN COMMITTEE - FEDERAL
25,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,,,C00432260,,C00432260,,,,,,,2022-10-14,G2022,,8.73,2022-10-14 00:00:00,MAIL PRODUCTION (FROM ADVANCE LINE 21),1669884,ADAM,ROZANSKY,,,,2022-12-08,F3X,F3X-24,202212089547989549,2022-12-08,"ROZANSKY, ADAM",False,24,4120820221633586269,,,,False,True,,,,7150.11,,WASHINGTON,,,,CLUB FOR GROWTH,,DC,"2001 L ST., NW, STE. 600",,,20036,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547989549,1653229,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011420231698218047,S,SE.36078,CLUB FOR GROWTH PAC
26,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,1.0,Administrative/Salary/Overhead Expenses ,C00053553,,C00726687,,,,,,,2022-10-03,G2022,,66.67,2022-10-13 00:00:00,IE - STAFF TIME,1695146,CHRISTINA M.,MAJORS,,,,2023-03-27,F3X,F3X-24,202303279579680045,2023-03-27,"MAJORS, CHRISTINA M.",False,24,4032720231738221011,,,,False,True,,,,4356.22,,FAIRFAX,,,,NATIONAL RIFLE ASSOCIATION OF AMERICA,,VA,11250 WAPLES MILL ROAD,,,22030,https://docquery.fec.gov/cgi-bin/fecimg/?202303279579680045,1687818,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032920231738287381,S,86324844,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
27,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00053553,,C00726687,,,,,,,2022-10-11,G2022,,415.99,2022-10-13 00:00:00,IE - DOORHANGERS,1695146,CHRISTINA M.,MAJORS,,,,2023-03-27,F3X,F3X-24,202303279579680030,2023-03-27,"MAJORS, CHRISTINA M.",False,24,4032720231738221011,,,,False,True,,,,6233.66,,NEWINGTON,,,,"MASTER PRINT, INC.",,VA,P.O. BOX 1467,,,22122,https://docquery.fec.gov/cgi-bin/fecimg/?202303279579680030,1687818,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032920231738287351,S,86362571,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
28,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,1.0,Administrative/Salary/Overhead Expenses ,C00053553,,C00726687,,,,,,,2022-10-10,G2022,,1363.59,2022-10-10 00:00:00,IE - STAFF TIME THROUGH ELECTION DAY,1695146,CHRISTINA M.,MAJORS,,,,2023-03-27,F3X,F3X-24,202303279579680038,2023-03-27,"MAJORS, CHRISTINA M.",False,24,4032720231738221011,,,,False,True,,,,5817.67,,FAIRFAX,,,,NATIONAL RIFLE ASSOCIATION OF AMERICA,,VA,11250 WAPLES MILL ROAD,,,22030,https://docquery.fec.gov/cgi-bin/fecimg/?202303279579680038,1687818,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032920231738287366,S,86344294,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
29,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,,,C00432260,,C00432260,,,,,,,2022-10-14,G2022,,657.93,2022-10-10 00:00:00,"MAIL PRODUCTION, POSTAGE",1669884,ADAM,ROZANSKY,,,,2022-12-08,F3X,F3X-24,202212089547989592,2022-12-08,"ROZANSKY, ADAM",False,24,4120820221633586269,,,,False,True,,,,7141.38,,DE PERE,,,,THE MAIL HAUS,,WI,PO BOX 5065,,,54115,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547989592,1653229,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011420231698218133,S,SE.36077,CLUB FOR GROWTH PAC
30,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,,,C00432260,,C00432260,,,,,,,2022-10-14,G2022,,938.8,2022-10-10 00:00:00,MAIL PRODUCTION,1669884,ADAM,ROZANSKY,,,,2022-12-08,F3X,F3X-24,202212089547989575,2022-12-08,"ROZANSKY, ADAM",False,24,4120820221633586269,,,,False,True,,,,6483.45,,ARLINGTON,,,,THE LUKENS COMPANY,,VA,2800 SHIRLINGTON RD.,9TH FLOOR,,22206,https://docquery.fec.gov/cgi-bin/fecimg/?202212089547989575,1653229,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011420231698218098,S,SE.36076,CLUB FOR GROWTH PAC
31,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00053553,,C00726687,,,,,,,2022-10-05,G2022,,0.12,2022-10-06 00:00:00,IE - P2P TEXTING,1695146,CHRISTINA M.,MAJORS,,,,2023-03-27,F3X,F3X-24,202303279579679877,2023-03-27,"MAJORS, CHRISTINA M.",False,24,4032720231738221011,,,,False,True,,,,4454.08,,CHICAGO,,,,"I360, LLC",,IL,29374 NETWORK PLACE,,,606731293,https://docquery.fec.gov/cgi-bin/fecimg/?202303279579679877,1687818,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032920231738287044,S,86331664,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
32,C,CHANGE,A,,,,PAUL,H0MI08141,JUNGE,,"JUNGE, PAUL",H,8,MI,REP,,,4.0,Advertising Expenses ,C00053553,,C00726687,,,,,,,2022-10-04,G2022,,97.74,2022-10-04 00:00:00,IE - P2P TEXTING,1695146,CHRISTINA M.,MAJORS,,,,2023-03-27,F3X,F3X-24,202303279579679863,2023-03-27,"MAJORS, CHRISTINA M.",False,24,4032720231738221011,,,,False,True,,,,4453.96,,CHICAGO,,,,"I360, LLC",,IL,29374 NETWORK PLACE,,,606731293,https://docquery.fec.gov/cgi-bin/fecimg/?202303279579679863,1687818,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032920231738287016,S,86324847,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
