,action_code,action_code_full,amendment_indicator,amendment_number,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_state,candidate_party,candidate_prefix,candidate_suffix,category_code,category_code_full,committee_id,conduit_committee_city,conduit_committee_id,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,disbursement_dt,dissemination_date,election_type,election_type_full,expenditure_amount,expenditure_date,expenditure_description,file_number,filer_first_name,filer_last_name,filer_middle_name,filer_prefix,filer_suffix,filing_date,filing_form,form_line_number,image_number,independent_sign_date,independent_sign_name,is_notice,line_number,link_id,memo_code,memo_code_full,memo_text,memoed_subtotal,most_recent,notary_commission_expiration_date,notary_sign_date,notary_sign_name,office_total_ytd,original_sub_id,payee_city,payee_first_name,payee_last_name,payee_middle_name,payee_name,payee_prefix,payee_state,payee_street_1,payee_street_2,payee_suffix,payee_zip,pdf_url,previous_file_number,report_type,report_year,schedule_type,schedule_type_full,sub_id,support_oppose_indicator,transaction_id,committee
10,C,CHANGE,A,1.0,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C00523621,,,,,,,,,2022-10-27,G2022,,636.0,2023-08-31 00:00:00,PAYMENT NEWSPAPER ADS DISCLOSED ON 10/28/22 24-HR NOTICE & 2022 POST-GEN REPORT,1797077,ROCIO,SAENZ,,,,2024-07-12,F3X,F3X-24,202407129653176493,2024-07-12,"SAENZ, ROCIO",False,24.0,4071220241972791566,,,,False,True,,,,2700.0,,GLENDALE,,,,ASIAN JOURNAL PUBLICATIONS,,CA,1201 S BRAND BLVD,,,912042614.0,https://docquery.fec.gov/cgi-bin/fecimg/?202407129653176493,1748314,YE,2023,SE,ITEMIZED INDEPENDENT EXPENDITURES,4071920241978247506,S,500018984,UNITED WE CAN
11,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,24E,,C00685289,,C00655613,,,,,,,2022-09-22,G2022,,1200.0,2022-12-15 00:00:00,PHONE BANKING (9/22-11/8),1680277,LINDSEY,HARMON,,,,2023-01-26,F3X,F3X-24,202301269575005526,2023-01-26,"HARMON, LINDSEY",False,24.0,4012620231720554411,,,,False,True,,,,1200.0,,RENO,,,,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES,,NV,"550 W. PLUMB LANE, SUITE B #102",,,89509.0,https://docquery.fec.gov/cgi-bin/fecimg/?202301269575005526,1680277,YE,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4012720231720801013,S,BE62,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC)
12,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00620971,,,,,,,,,2022-10-16,G2022,,154.95,2022-11-29 00:00:00,PHONE BANK,1685618,BEN,UNGER,,,,2023-01-31,F3X,F3X-24,202301319575610732,2023-01-31,"UNGER, BEN",False,24.0,4013120231721277828,,,,False,True,,,,90892.38,,SANTA ANA,,,,SCALE TO WIN,,CA,13742 HARPER ST,,,927031419.0,https://docquery.fec.gov/cgi-bin/fecimg/?202301319575610732,1685618,YE,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4020820231723598229,S,VSG8MA351A1,FOR OUR FUTURE
13,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,600.0,2022-11-08 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1686677,,,,,,2023-01-31,F5,,202301319577873993,,,False,,4020120231721658006,,,,False,True,,,,183005.98,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577873993,1686677,YE,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4020120231721663773,S,F57.4232,CLIMATE REALITY ACTION FUND
14,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,624.0,2022-11-07 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1686677,,,,,,2023-01-31,F5,,202301319577873992,,,False,,4020120231721658006,,,,False,True,,,,182405.98,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577873992,1686677,YE,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4020120231721663770,S,F57.4229,CLIMATE REALITY ACTION FUND
15,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,648.0,2022-11-06 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1686677,,,,,,2023-01-31,F5,,202301319577873991,,,False,,4020120231721658006,,,,False,True,,,,181781.98,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577873991,1686677,YE,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4020120231721663767,S,F57.4223,CLIMATE REALITY ACTION FUND
16,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00620971,,,,,,,,,2022-11-05,G2022,,151.67,2022-11-05 00:00:00,DIGITAL COMMUNICATIONS (ESTIMATE),1660471,BEN,UNGER,,,,2022-11-06,F24,F24-24,202211069546717443,2022-11-06,"UNGER, BEN",True,24.0,4110720221605862007,,,,False,True,,,,104002.88,,CHICAGO,,,,PENDULUM CREATIVE GROUP LLC,,IL,4200 W DIVERSEY AVE,STE 23B,,606392047.0,https://docquery.fec.gov/cgi-bin/fecimg/?202211069546717443,1660471,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4110720221606643019,S,VSG8MA33H92,FOR OUR FUTURE
17,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,552.0,2022-11-05 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1660487,,,,,,2022-11-06,F5,,202211069546717752,,,True,,4110720221605864002,,,,False,True,,,,203633.98,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202211069546717752,1660487,24,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4110720221605866022,S,F57.4221,CLIMATE REALITY ACTION FUND
18,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,552.0,2022-11-05 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1686677,,,,,,2023-01-31,F5,,202301319577873990,,,False,,4020120231721658006,,,,False,True,,,,181133.98,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577873990,1686677,YE,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4020120231721663764,S,F57.4217,CLIMATE REALITY ACTION FUND
19,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,624.0,2022-11-04 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1660487,,,,,,2022-11-06,F5,,202211069546717752,,,True,,4110720221605864002,,,,False,True,,,,203081.98,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202211069546717752,1660487,24,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4110720221605866021,S,F57.4220,CLIMATE REALITY ACTION FUND
20,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,624.0,2022-11-04 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1686677,,,,,,2023-01-31,F5,,202301319577873989,,,False,,4020120231721658006,,,,False,True,,,,180581.98,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577873989,1686677,YE,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4020120231721663761,S,F57.4207,CLIMATE REALITY ACTION FUND
21,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00235853,,,,,,,,,2022-11-04,G2022,,17.2,2022-11-04 00:00:00,COMMUNICATIONS CONSULTANT,1670722,JAMES,RINEFIERD,M.,,,2022-12-08,F3X,F3X-24,202212089550411895,2022-12-08,"RINEFIERD, JAMES M.",False,24.0,4120820221633586888,,,,False,True,,,,17.2,,WASHINGTON,,,,HUMAN RIGHTS CAMPAIGN,,DC,1640 RHODE ISLAND AVE NW,,,200363200.0,https://docquery.fec.gov/cgi-bin/fecimg/?202212089550411895,1670722,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011520231698276026,S,VVANFARNJ11,HUMAN RIGHTS CAMPAIGN PAC
22,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,336.0,2022-11-03 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1659608,,,,,,2022-11-04,F5,,202211049546711322,,,True,,4110520221605740001,,,,False,True,,,,202457.98,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202211049546711322,1659608,24,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4110520221605742011,S,F57.4202,CLIMATE REALITY ACTION FUND
23,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,336.0,2022-11-03 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1686677,,,,,,2023-01-31,F5,,202301319577873988,,,False,,4020120231721658006,,,,False,True,,,,179957.98,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577873988,1686677,YE,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4020120231721663758,S,F57.4197,CLIMATE REALITY ACTION FUND
24,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,413.86,2022-11-02 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1659608,,,,,,2022-11-04,F5,,202211049546711321,,,True,,4110520221605740001,,,,False,True,,,,202088.96,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202211049546711321,1659608,24,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4110520221605742010,S,F57.4200,CLIMATE REALITY ACTION FUND
25,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,001,Administrative/Salary/Overhead Expenses ,C90017088,,,,,,,,,,G2022,GENERAL,33.02,2022-11-02 00:00:00,STAFF TIME SPENT ON DOOR TO DOOR GOTV,1659608,,,,,,2022-11-04,F5,,202211049546711321,,,True,,4110520221605740001,,,,False,True,,,,202121.98,,ROSELAND,,,,ADP,,NJ,1 ADP BOULEVARD,,,7068.0,https://docquery.fec.gov/cgi-bin/fecimg/?202211049546711321,1659608,24,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4110520221605742008,S,F57.4201,CLIMATE REALITY ACTION FUND
26,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,413.86,2022-11-02 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1686677,,,,,,2023-01-31,F5,,202301319577873987,,,False,,4020120231721658006,,,,False,True,,,,179588.96,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577873987,1686677,YE,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4020120231721663755,S,F57.4186,CLIMATE REALITY ACTION FUND
27,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,001,Administrative/Salary/Overhead Expenses ,C90017088,,,,,,,,,,G2022,GENERAL,33.02,2022-11-02 00:00:00,STAFF TIME SPENT ON DOOR TO DOOR GOTV,1686677,,,,,,2023-01-31,F5,,202301319577873980,,,False,,4020120231721658006,,,,False,True,,,,179621.98,,ROSELAND,,,,ADP,,NJ,1 ADP BOULEVARD,,,7068.0,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577873980,1686677,YE,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4020120231721663734,S,F57.4192,CLIMATE REALITY ACTION FUND
28,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00547349,,,,,,,,,2022-10-28,G2022,,11959.19,2022-11-02 00:00:00,PRINTING & SHIPPING,1670894,KEITH,YETTER,,,,2022-12-08,F3X,F3X-24,202212089550429547,2022-12-08,"YETTER, KEITH",False,24.0,4120820221633587009,,,,False,True,,,,12691.61,,MANSFIELD CENTER,,,,"MISSION CONTROL, INC.",,CT,114A MANSFIELD HOLLOW RD,,,62501316.0,https://docquery.fec.gov/cgi-bin/fecimg/?202212089550429547,1670894,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011120231682350450,S,VNTPKA3E529,NEXTGEN CLIMATE ACTION COMMITTEE
29,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00547349,,,,,,,,,2022-10-03,G2022,,732.42,2022-11-02 00:00:00,PRINTING & SHIPPING (PREVIOUSLY REPORTED),1670894,KEITH,YETTER,,,,2022-12-08,F3X,F3X-24,202212089550429538,2022-12-08,"YETTER, KEITH",False,24.0,4120820221633587009,,,,False,True,,,,12691.61,,MANSFIELD CENTER,,,,"MISSION CONTROL, INC.",,CT,114A MANSFIELD HOLLOW RD,,,62501316.0,https://docquery.fec.gov/cgi-bin/fecimg/?202212089550429538,1670894,30G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011120231682350431,S,VNTPKA39SW5,NEXTGEN CLIMATE ACTION COMMITTEE
30,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,480.0,2022-11-01 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1659608,,,,,,2022-11-04,F5,,202211049546711321,,,True,,4110520221605740001,,,,False,True,,,,201675.1,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202211049546711321,1659608,24,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4110520221605742009,S,F57.4199,CLIMATE REALITY ACTION FUND
31,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C90021452,,,,,,,,,,G2022,GENERAL,6754.58,2022-11-01 00:00:00,ESTIMATED COST FOR CAR RENTAL 11/1-11/8,1658254,,,,,,2022-11-02,F5,,202211029546700533,,,True,,4110320221604318000,,,,False,True,,,,168814.89,,PARSIPPANY,,,,"AVIS BUDGET GROUP, INC.",,NJ,6 SYLVAN WAY,,,70543826.0,https://docquery.fec.gov/cgi-bin/fecimg/?202211029546700533,1658254,24,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4110320221604320003,S,500027200,WE VOTE WE WIN
32,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,,,C00817536,,,,,,,,,2022-11-01,G2022,,6232.31,2022-11-01 00:00:00,MAIL PRODUCTION AND POSTAGE (ESTIMATE),1657286,JEREMY,BEGUN,,,,2022-11-01,F24,F24-24,202211019546695002,2022-11-01,"BEGUN, JEREMY",True,24.0,4110120221593446040,,,,False,True,,,,56169.25,,WASHINGTON,,,,"THE PIVOT GROUP, INC.",,DC,3 DUPONT CIR NW,,,200361108.0,https://docquery.fec.gov/cgi-bin/fecimg/?202211019546695002,1657286,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4110120221594268134,S,500302606,CLIMATE POWER ACTION
33,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,007,Campaign Event Expenses,C90017088,,,,,,,,,,G2022,GENERAL,480.0,2022-11-01 00:00:00,GOTV CAMPAIGN MANAGEMENT SERVICES,1686677,,,,,,2023-01-31,F5,,202301319577873986,,,False,,4020120231721658006,,,,False,True,,,,179175.1,,LAS VEGAS,,,,THB CONSULTING LLC,,NV,6543 S LAS VEGAS BLVD,,,89119.0,https://docquery.fec.gov/cgi-bin/fecimg/?202301319577873986,1686677,YE,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4020120231721663752,S,F57.4182,CLIMATE REALITY ACTION FUND
34,A,ADD,N,,,,SUSIE,H6NV04020,LEE,,"LEE, SUSIE",H,3,NV,DEM,,,004,Advertising Expenses ,C90021452,,,,,,,,,,G2022,GENERAL,4140.76,2022-11-01 00:00:00,ACTUAL COST FOR CAR RENTAL 11/1-11/8,1681074,,,,,,2023-01-27,F5,,202301279575092717,,,False,,4012820231720822000,,,,False,True,,,,126116.47,,PARSIPPANY,,,,"AVIS BUDGET GROUP, INC.",,NJ,6 SYLVAN WAY,,,70543826.0,https://docquery.fec.gov/cgi-bin/fecimg/?202301279575092717,1681074,YE,2022,SE-F57,FOR EACH INDEPENDENT EXPENDITURE MADE,4013020231720912265,S,500027200,WE VOTE WE WIN
